date,state,total_cases,total_deaths
"2020-09-05 00:00:00",MA,130253,9116
"2020-09-06 00:00:00",MA,130623,9152
"2020-09-07 00:00:00",MA,130942,9133
"2020-09-08 00:00:00",MA,131110,9141
"2020-09-09 00:00:00",MA,131292,9145
"2020-09-10 00:00:00",MA,131655,9165
"2020-09-11 00:00:00",MA,132098,9179
"2020-09-12 00:00:00",MA,132533,9195
"2020-09-13 00:00:00",MA,132800,9209
"2020-09-14 00:00:00",MA,133035,9218
"2020-09-15 00:00:00",MA,133321,9224
"2020-09-16 00:00:00",MA,133616,9244
"2020-09-17 00:00:00",MA,134035,9259
"2020-09-18 00:00:00",MA,134466,9267
"2020-09-19 00:00:00",MA,135035,9293
"2020-09-20 00:00:00",MA,135375,9308
"2020-09-21 00:00:00",MA,135619,9315
"2020-09-22 00:00:00",MA,135762,9326
"2020-09-23 00:00:00",MA,136304,9343
"2020-09-24 00:00:00",MA,136759,9358
"2020-09-25 00:00:00",MA,137213,9368
"2020-09-26 00:00:00",MA,137728,9386
"2020-09-27 00:00:00",MA,138322,9399
"2020-09-28 00:00:00",MA,138689,9410
"2020-09-29 00:00:00",MA,139139,9418
"2020-09-30 00:00:00",MA,139649,9450
"2020-10-01 00:00:00",MA,140357,9473
"2020-10-02 00:00:00",MA,141110,9483
"2020-10-03 00:00:00",MA,141710,9500
"2020-10-04 00:00:00",MA,142336,9503
"2020-10-05 00:00:00",MA,142801,9523
"2020-10-06 00:00:00",MA,143255,9531
"2020-10-07 00:00:00",MA,143764,9550
"2020-10-08 00:00:00",MA,144173,9558
"2020-10-09 00:00:00",MA,144907,9570
"2020-10-10 00:00:00",MA,145494,9580
"2020-10-11 00:00:00",MA,146064,9596
"2020-10-12 00:00:00",MA,146829,9609
"2020-10-13 00:00:00",MA,147461,9621
"2020-10-14 00:00:00",MA,147979,9637
"2020-10-15 00:00:00",MA,148547,9660
"2020-10-16 00:00:00",MA,149249,9690
"2020-10-17 00:00:00",MA,149799,9711
"2020-10-18 00:00:00",MA,150543,9725
"2020-10-19 00:00:00",MA,151370,9740
"2020-10-20 00:00:00",MA,152191,9745
"2020-10-21 00:00:00",MA,152837,9767
"2020-10-22 00:00:00",MA,153823,9797
"2020-10-23 00:00:00",MA,154791,9816
"2020-10-24 00:00:00",MA,155919,9824
"2020-10-25 00:00:00",MA,157016,9848
"2020-10-26 00:00:00",MA,158232,9865
"2020-10-27 00:00:00",MA,159257,9872
"2020-10-28 00:00:00",MA,160394,9908
"2020-10-29 00:00:00",MA,161637,9935
"2020-10-30 00:00:00",MA,163125,9958
"2020-10-31 00:00:00",MA,164417,9974
"2020-11-01 00:00:00",MA,165556,9996
"2020-11-02 00:00:00",MA,166281,10005
"2020-11-03 00:00:00",MA,167204,10017
"2020-11-04 00:00:00",MA,168833,10044
"2020-11-05 00:00:00",MA,170594,10067
"2020-11-06 00:00:00",MA,172632,10088
"2020-11-07 00:00:00",MA,174832,10111
"2020-11-08 00:00:00",MA,176641,10131
"2020-11-09 00:00:00",MA,177825,10144
"2020-11-10 00:00:00",MA,179872,10165
"2020-11-11 00:00:00",MA,182367,10202
"2020-03-03 00:00:00",NC,1,0
"2020-03-04 00:00:00",NC,1,0
"2020-03-05 00:00:00",NC,1,0
"2020-03-06 00:00:00",NC,2,0
"2020-03-07 00:00:00",NC,2,0
"2020-03-08 00:00:00",NC,2,0
"2020-03-09 00:00:00",NC,7,0
"2020-03-10 00:00:00",NC,7,0
"2020-03-11 00:00:00",NC,8,0
"2020-03-12 00:00:00",NC,15,0
"2020-03-13 00:00:00",NC,15,0
"2020-03-14 00:00:00",NC,17,0
"2020-03-15 00:00:00",NC,33,0
"2020-03-16 00:00:00",NC,40,0
"2020-03-17 00:00:00",NC,62,0
"2020-03-18 00:00:00",NC,97,0
"2020-03-19 00:00:00",NC,137,0
"2020-03-20 00:00:00",NC,164,0
"2020-03-21 00:00:00",NC,227,0
"2020-03-22 00:00:00",NC,255,0
"2020-03-23 00:00:00",NC,398,0
"2020-03-24 00:00:00",NC,504,0
"2020-03-25 00:00:00",NC,636,1
"2020-03-26 00:00:00",NC,764,3
"2020-03-27 00:00:00",NC,764,3
"2020-03-28 00:00:00",NC,935,4
"2020-03-29 00:00:00",NC,1307,6
"2020-03-30 00:00:00",NC,1498,8
"2020-03-31 00:00:00",NC,1584,9
"2020-04-01 00:00:00",NC,1857,16
"2020-04-02 00:00:00",NC,2093,19
"2020-04-03 00:00:00",NC,2093,21
"2020-04-04 00:00:00",NC,2402,24
"2020-04-05 00:00:00",NC,2870,33
"2020-04-06 00:00:00",NC,2870,33
"2020-04-07 00:00:00",NC,3221,46
"2020-04-08 00:00:00",NC,3651,65
"2020-04-09 00:00:00",NC,3651,65
"2020-04-10 00:00:00",NC,3908,74
"2020-04-11 00:00:00",NC,4312,80
"2020-04-12 00:00:00",NC,4520,81
"2020-04-13 00:00:00",NC,4816,86
"2020-04-14 00:00:00",NC,5024,108
"2020-04-15 00:00:00",NC,5123,117
"2020-04-16 00:00:00",NC,5465,131
"2020-04-17 00:00:00",NC,5859,152
"2020-04-18 00:00:00",NC,6140,164
"2020-04-19 00:00:00",NC,6493,172
"2020-04-20 00:00:00",NC,6764,179
"2020-04-21 00:00:00",NC,6951,213
"2020-04-22 00:00:00",NC,7220,242
"2020-04-23 00:00:00",NC,7608,253
"2020-04-24 00:00:00",NC,8052,269
"2020-04-25 00:00:00",NC,8623,289
"2020-04-26 00:00:00",NC,8830,299
"2020-04-27 00:00:00",NC,9142,306
"2020-04-28 00:00:00",NC,9568,342
"2020-04-29 00:00:00",NC,9948,354
"2020-04-30 00:00:00",NC,10509,378
"2020-05-01 00:00:00",NC,10923,399
"2020-05-02 00:00:00",NC,11509,420
"2020-05-03 00:00:00",NC,11664,422
"2020-05-04 00:00:00",NC,11848,430
"2020-05-05 00:00:00",NC,12256,452
"2020-05-06 00:00:00",NC,12758,477
"2020-05-07 00:00:00",NC,13397,507
"2020-05-08 00:00:00",NC,13868,527
"2020-05-09 00:00:00",NC,14360,544
"2020-05-10 00:00:00",NC,14764,547
"2020-05-11 00:00:00",NC,15045,550
"2020-05-12 00:00:00",NC,15346,577
"2020-05-13 00:00:00",NC,15816,597
"2020-05-14 00:00:00",NC,16507,615
"2020-05-15 00:00:00",NC,17129,641
"2020-05-16 00:00:00",NC,17982,652
"2020-05-17 00:00:00",NC,18512,659
"2020-05-18 00:00:00",NC,19023,661
"2020-05-19 00:00:00",NC,19700,691
"2020-05-20 00:00:00",NC,20122,702
"2020-05-21 00:00:00",NC,20860,716
"2020-05-22 00:00:00",NC,21618,728
"2020-05-23 00:00:00",NC,22725,737
"2020-05-24 00:00:00",NC,23222,744
"2020-05-25 00:00:00",NC,23964,764
"2020-05-26 00:00:00",NC,24140,766
"2020-05-27 00:00:00",NC,24628,794
"2020-05-28 00:00:00",NC,25412,827
"2020-05-29 00:00:00",NC,26488,859
"2020-05-30 00:00:00",NC,27673,877
"2020-05-31 00:00:00",NC,28589,886
"2020-06-01 00:00:00",NC,29263,898
"2020-06-02 00:00:00",NC,29889,921
"2020-06-03 00:00:00",NC,30777,939
"2020-06-04 00:00:00",NC,31966,960
"2020-06-05 00:00:00",NC,33255,966
"2020-06-06 00:00:00",NC,34625,992
"2020-06-07 00:00:00",NC,35555,996
"2020-06-08 00:00:00",NC,36484,1006
"2020-06-09 00:00:00",NC,37160,1029
"2020-06-10 00:00:00",NC,38171,1053
"2020-06-11 00:00:00",NC,39481,1064
"2020-06-12 00:00:00",NC,41249,1092
"2020-06-13 00:00:00",NC,42676,1104
"2020-06-14 00:00:00",NC,44119,1109
"2020-06-15 00:00:00",NC,45102,1118
"2020-06-16 00:00:00",NC,45853,1154
"2020-06-17 00:00:00",NC,46855,1168
"2020-06-18 00:00:00",NC,48188,1175
"2020-06-19 00:00:00",NC,49840,1197
"2020-06-20 00:00:00",NC,51389,1212
"2020-06-21 00:00:00",NC,52801,1220
"2020-06-22 00:00:00",NC,53605,1223
"2020-06-23 00:00:00",NC,54453,1251
"2020-06-24 00:00:00",NC,56174,1271
"2020-06-25 00:00:00",NC,57183,1290
"2020-06-26 00:00:00",NC,58818,1303
"2020-06-27 00:00:00",NC,60537,1318
"2020-06-28 00:00:00",NC,62142,1322
"2020-06-29 00:00:00",NC,63484,1325
"2020-06-30 00:00:00",NC,64670,1343
"2020-07-01 00:00:00",NC,66514,1373
"2020-07-02 00:00:00",NC,64670,1343
"2020-07-03 00:00:00",NC,70241,1392
"2020-07-04 00:00:00",NC,70241,1392
"2020-07-05 00:00:00",NC,72983,1396
"2020-07-06 00:00:00",NC,74529,1398
"2020-07-07 00:00:00",NC,75875,1420
"2020-07-08 00:00:00",NC,77310,1441
"2020-07-09 00:00:00",NC,79349,1461
"2020-07-10 00:00:00",NC,81331,1479
"2020-07-11 00:00:00",NC,83793,1499
"2020-07-12 00:00:00",NC,85701,1503
"2020-07-13 00:00:00",NC,87528,1510
"2020-07-14 00:00:00",NC,89484,1552
"2020-07-15 00:00:00",NC,91266,1568
"2020-07-16 00:00:00",NC,93426,1588
"2020-07-17 00:00:00",NC,95477,1606
"2020-07-18 00:00:00",NC,97958,1629
"2020-07-19 00:00:00",NC,99778,1634
"2020-07-20 00:00:00",NC,101046,1642
"2020-07-21 00:00:00",NC,102861,1668
"2020-07-22 00:00:00",NC,105001,1698
"2020-07-23 00:00:00",NC,106893,1726
"2020-07-24 00:00:00",NC,108995,1746
"2020-07-25 00:00:00",NC,111092,1778
"2020-07-26 00:00:00",NC,112713,1785
"2020-07-27 00:00:00",NC,114338,1790
"2020-07-28 00:00:00",NC,116087,1820
"2020-07-29 00:00:00",NC,117850,1865
"2020-07-30 00:00:00",NC,120194,1903
"2020-07-31 00:00:00",NC,122148,1924
"2020-08-01 00:00:00",NC,123878,1964
"2020-08-02 00:00:00",NC,125219,1969
"2020-08-03 00:00:00",NC,126532,1982
"2020-08-04 00:00:00",NC,128161,2010
"2020-08-05 00:00:00",NC,129288,2050
"2020-08-06 00:00:00",NC,131267,2092
"2020-08-07 00:00:00",NC,132812,2134
"2020-08-08 00:00:00",NC,134766,2160
"2020-08-09 00:00:00",NC,136218,2168
"2020-08-10 00:00:00",NC,136844,2172
"2020-08-11 00:00:00",NC,137895,2204
"2020-08-12 00:00:00",NC,139061,2249
"2020-08-13 00:00:00",NC,140824,2287
"2020-08-14 00:00:00",NC,142170,2313
"2020-08-15 00:00:00",NC,143706,2343
"2020-08-16 00:00:00",NC,144952,2347
"2020-08-17 00:00:00",NC,145516,2348
"2020-08-18 00:00:00",NC,146779,2396
"2020-08-19 00:00:00",NC,147932,2431
"2020-08-20 00:00:00",NC,149904,2465
"2020-08-21 00:00:00",NC,151912,2494
"2020-08-22 00:00:00",NC,153641,2521
"2020-08-23 00:00:00",NC,155113,2531
"2020-08-24 00:00:00",NC,156396,2535
"2020-08-25 00:00:00",NC,157741,2570
"2020-08-26 00:00:00",NC,158985,2606
"2020-08-27 00:00:00",NC,161076,2630
"2020-08-28 00:00:00",NC,162491,2652
"2020-08-29 00:00:00",NC,165076,2683
"2020-08-30 00:00:00",NC,166127,2692
"2020-08-31 00:00:00",NC,167313,2702
"2020-09-01 00:00:00",NC,169424,2741
"2020-09-02 00:00:00",NC,170553,2779
"2020-09-03 00:00:00",NC,172209,2803
"2020-09-04 00:00:00",NC,174254,2839
"2020-09-05 00:00:00",NC,175815,2889
"2020-09-06 00:00:00",NC,176901,2890
"2020-09-07 00:00:00",NC,177919,2897
"2020-09-08 00:00:00",NC,178635,2909
"2020-09-09 00:00:00",NC,179532,2958
"2020-09-10 00:00:00",NC,180754,2990
"2020-09-11 00:00:00",NC,182286,3023
"2020-09-12 00:00:00",NC,183740,3047
"2020-09-13 00:00:00",NC,184936,3052
"2020-09-14 00:00:00",NC,185781,3060
"2020-09-15 00:00:00",NC,186887,3111
"2020-09-16 00:00:00",NC,188024,3149
"2020-09-17 00:00:00",NC,189576,3180
"2020-09-18 00:00:00",NC,191019,3207
"2020-09-19 00:00:00",NC,192248,3235
"2020-09-20 00:00:00",NC,193581,3243
"2020-09-21 00:00:00",NC,194381,3247
"2020-09-22 00:00:00",NC,195549,3286
"2020-09-23 00:00:00",NC,196501,3316
"2020-09-24 00:00:00",NC,198189,3356
"2020-09-25 00:00:00",NC,204331,3409
"2020-09-26 00:00:00",NC,206090,3440
"2020-09-27 00:00:00",NC,207380,3441
"2020-09-28 00:00:00",NC,208248,3445
"2020-09-29 00:00:00",NC,209137,3494
